#{"t_start": 1583692072.6170218, "env_id": null}
r,l,t
9583.182685,200,243.197574
2636.699769,200,243.859303
3633.104694,200,244.707458
2839.368397,200,245.46311
5814.345065,200,246.159751
5015.678796,200,246.954931
6803.591725,200,247.61302
3533.755008,200,248.388308
6017.266898,200,249.058943
7201.285895,200,249.750741
5416.984985,200,250.407884
4427.526299,200,251.190589
2939.195245,200,251.852247
8591.682785,200,252.575546
4227.870194,200,253.26359
7402.363424,200,253.938485
5616.806032,200,254.681931
7501.697176,200,255.448715
2937.763967,200,256.315231
6408.483833,200,257.185841
3731.638063,200,257.978728
653.994393,200,258.759553
5413.222426,200,259.488815
3529.593939,200,260.32511
5418.931076,200,260.994705
4026.432192,200,261.778767
4420.257321,200,262.444705
6313.081174,200,263.138874
6311.124688,200,263.919581
7203.270683,200,264.683245
6406.530663,200,265.46312
7501.800925,200,266.271121
3726.055035,200,267.052866
3633.16604,200,267.952867
5413.389257,200,268.68552
4030.664796,200,269.496503
6604.207385,200,270.349474
5215.363077,200,271.034295
5717.161789,200,271.862395
7597.701003,200,272.825393
4719.526468,200,273.485905
5120.035055,200,274.16824
2330.772251,200,274.827749
149.594028,200,275.515374
4917.324968,200,276.174592
5611.344167,200,276.845637
4825.745204,200,277.575095
4324.688476,200,278.428419
3533.887825,200,279.146662
9384.792426,200,279.847324
2526.21552,200,280.600991
1747.250997,200,281.261641
5710.868202,200,281.93351
8885.342382,200,282.614476
6311.888231,200,283.430483
2734.953488,200,284.129867
5610.825178,200,284.77655
2941.429284,200,285.486493
3532.292724,200,286.147812
7004.668412,200,286.832232
3927.648019,200,287.509395
4626.83233,200,288.335178
6607.259152,200,289.234537
6212.348976,200,289.994971
3130.932949,200,290.688493
5317.062313,200,291.450368
7401.900614,200,292.298963
8588.548543,200,293.114309
5618.277555,200,293.863657
6310.434557,200,294.665251
3233.022172,200,295.347312
6611.635262,200,296.026396
8188.681074,200,296.672451
8193.614966,200,297.352768
5120.828473,200,298.003019
3832.711316,200,298.716776
4918.70818,200,299.546133
2741.384148,200,300.293478
8889.631157,200,300.98278
5616.734284,200,301.702965
3538.533729,200,302.531
5419.241768,200,303.241855
7000.758306,200,303.926036
9384.515423,200,304.605094
7004.916987,200,305.487229
4426.038971,200,306.209914
11565.121695,200,306.863638
4125.478134,200,307.605097
4224.474216,200,308.283816
4126.097699,200,309.145172
3635.029946,200,309.914521
5515.775449,200,310.703555
4228.481977,200,311.357254
6105.85079,200,312.050122
2340.86987,200,312.742415
5718.552552,200,313.436892
3729.058231,200,314.127213
3436.565165,200,314.7756
7993.085859,200,315.45759
1850.981757,200,316.215416
10080.648548,200,316.920418
4620.475348,200,317.608112
3133.502128,200,318.260472
4224.678458,200,318.950376
3731.667442,200,319.616377
1252.712972,200,320.464287
3530.771659,200,321.329574
4225.621857,200,322.150156
4327.311909,200,322.902321
6213.898053,200,323.635795
1945.560075,200,324.376296
3237.725136,200,325.130606
6797.119376,200,325.83162
5413.835266,200,326.512118
4323.549464,200,327.283932
1943.898803,200,327.950851
4524.305533,200,328.640093
7007.707358,200,329.322826
